English_Word,Node_Collections,,
unls,Focus -> General/Universal  ||  Focus  ->  Objective  ->  Material Object  ->  Immaterial  ->  Factual  ->  Opinion/Perspective  ||  Subjective,Focus  ->  Abstract  ->  Creative  ||  Spatial  ->  Time  ->  Past  ->  Near  ->  Distant  ->  Present  ->  Future  ->  Near  ->  Distant  ->  Space  ->  Near/Close  ->  Far/Distant  ->  Location  ||  Action  ->  Past Tense/Occurred  ->  Current/Occuring  ->  Future/Forward  ->  Resting/Stopped  ||,Identity  ->  Species  ->  Self  ->  Close Related External  ->  Distant Related External  ->  Gender  ->  Unidentified  ->  Binary  ->  Trans  ->  Female  ->  Male  ||  Quantitative  ->  Singular  ->  Positive  ->  Negative  ->  Multiple  ->  Positive  ->  Negative
,,,
AM,Spatial  ->  Time,,
PM,Spatial  ->  Time,,
wobble,Action	 -> 	Current/Occuring																														,,
wonder,Action	 -> 	Current/Occuring																														,,
work,Action	 -> 	Current/Occuring																														,,
worry,Action	 -> 	Current/Occuring																														,,
wrap,Action	 -> 	Current/Occuring																														,,
wreck,Action	 -> 	Current/Occuring																														,,
wrestle,Action	 -> 	Current/Occuring																														,,
wriggle,Action	 -> 	Current/Occuring																														,,
write,Action	 -> 	Current/Occuring																														,,
writhe,Action	 -> 	Current/Occuring																														,,
x-ray,Action  ->  Current/Occuring,,
yawn,Action	 -> 	Current/Occuring																														,,
yell,Action	 -> 	Current/Occuring																														,,
yelp,Action	 -> 	Current/Occuring																														,,
yield,Action	 -> 	Current/Occuring																														,,
yodel,Action	 -> 	Current/Occuring																														,,
zip,Action	 -> 	Current/Occuring																														,,
zoom,Action	 -> 	Current/Occuring																														,,
abnormally,Focus	 -> 	Subjective	 -> 	Negative																												,,
aboard,Spatial	 -> 	Space																														,,
about,Spatial	 -> 	Space																														,,
abroad,Spatial	 -> 	Space																														,,
absentmindedly,Focus	 -> 	Subjective	 -> 	Negative																												,,
absolutely,Focus																																,,
abundantly,Focus	 -> 	Subjective	 -> 	Positive																												,,
accidentally,Focus	 -> 	Subjective	 -> 	Negative																												,,
accordingly,Focus	 -> 	Subjective	 -> 	Positive																												,,
actively,Focus	 -> 	Subjective	 -> 	Positive																												,,
actually,Focus																																,,
acutely,Focus	 -> 	Subjective	 -> 	Negative																												,,
admiringly,Focus	 -> 	Subjective	 -> 	Positive																												,,
affectionately,Focus	 -> 	Subjective	 -> 	Positive																												,,
affirmatively,Focus	 -> 	Subjective	 -> 	Positive																												,,
after,Spatial	 -> 	Time																														,,
afterwards,Spatial	 -> 	Time																														,,
agreeably,Focus	 -> 	Subjective	 -> 	Positive																												,,
almost,Focus																																,,
already,Focus	 -> 	Subjective	 -> 	Positive																												,,
always,Quantitative	 -> 	Multiple																														,,
amazingly,Focus	 -> 	Subjective	 -> 	Positive																												,,
angrily,Focus	 -> 	Subjective	 -> 	Negative																												,,
annoyingly,Focus	 -> 	Subjective	 -> 	Negative																												,,
annually,Quantitative	 -> 	Multiple																														,,
anxiously,Focus	 -> 	Subjective	 -> 	Negative																												,,
anyhow,Focus	 -> 	Subjective																														,,
anyplace,Spatial	 -> 	Space																														,,
anyway,Focus	 -> 	Subjective																														,,
anywhere,Spatial	 -> 	Space																														,,
appreciably,Focus	 -> 	Subjective	 -> 	Positive																												,,
appropriately,Focus	 -> 	Subjective	 -> 	Positive																												,,
around,Spatial	 -> 	Space																														,,
arrogantly,Focus	 -> 	Subjective	 -> 	Negative																												,,
aside,Spatial	 -> 	Space																														,,
assuredly,Focus	 -> 	Subjective	 -> 	Positive																												,,
astonishingly,Focus	 -> 	Subjective	 -> 	Positive																												,,
away,Spatial	 -> 	Space	 -> 	Far/Distant																												,,
awfully,Focus	 -> 	Subjective	 -> 	Negative																												,,
awkwardly,Focus	 -> 	Subjective	 -> 	Negative																												,,
badly,Focus	 -> 	Subjective	 -> 	Negative																												,,
barely,Focus	 -> 	Subjective	 -> 	Negative																												,,
bashfully,Focus	 -> 	Subjective	 -> 	Negative																												,,
beautifully,Focus	 -> 	Subjective	 -> 	Positive																												,,
before,Spatial	 -> 	Time	 -> 	Past																												,,
begrudgingly,Focus	 -> 	Subjective	 -> 	Negative																												,,
believably,Focus	 -> 	Subjective	 -> 	Positive																												,,
bewilderedly,Focus	 -> 	Subjective	 -> 	Negative																												,,
bewilderingly,Focus	 -> 	Subjective	 -> 	Negative																												,,
bitterly,Focus	 -> 	Subjective	 -> 	Negative																												,,
bleakly,Focus	 -> 	Subjective	 -> 	Negative																												,,
blindly,Focus	 -> 	Subjective	 -> 	Negative																												,,
blissfully,Focus	 -> 	Subjective	 -> 	Positive																												,,
boastfully,Focus	 -> 	Subjective	 -> 	Negative																												,,
boldly,Focus	 -> 	Subjective	 -> 	Positive																												,,
boyishly,Focus	 -> 	Subjective	 -> 	Positive																												,,
bravely,Focus	 -> 	Subjective	 -> 	Positive																												,,
briefly,Focus	 -> 	Subjective																														,,
brightly,Focus	 -> 	Subjective	 -> 	Positive																												,,
brilliantly,Focus	 -> 	Subjective	 -> 	Positive																												,,
briskly,Focus	 -> 	Subjective	 -> 	Positive																												,,
brutally,Focus	 -> 	Subjective	 -> 	Negative																												,,
busily,Focus	 -> 	Subjective	 -> 	Positive																												,,
calmly,Focus	 -> 	Subjective	 -> 	Positive																												,,
candidly,Focus	 -> 	Subjective	 -> 	Positive																												,,
carefully,Focus	 -> 	Subjective	 -> 	Positive																												,,
carelessly,Focus	 -> 	Subjective	 -> 	Negative																												,,
casually,Focus	 -> 	Subjective																														,,
cautiously,Focus	 -> 	Subjective	 -> 	Positive																												,,
certainly,Focus	 -> 	Subjective	 -> 	Positive																												,,
charmingly,Focus	 -> 	Subjective	 -> 	Positive																												,,
cheerfully,Focus	 -> 	Subjective	 -> 	Positive																												,,
chiefly,Focus	 -> 	Subjective																														,,
childishly,Focus	 -> 	Subjective	 -> 	Negative																												,,
cleanly,Focus	 -> 	Subjective	 -> 	Positive																												,,
clearly,Focus	 -> 	Subjective	 -> 	Positive																												,,
cleverly,Focus	 -> 	Subjective	 -> 	Positive																												,,
closely,Focus	 -> 	Subjective	 -> 	Positive																												,,
cloudily,Focus	 -> 	Subjective	 -> 	Negative																												,,
clumsily,Focus	 -> 	Subjective	 -> 	Negative																												,,
coaxingly,Focus	 -> 	Subjective	 -> 	Positive																												,,
coincidentally,Focus	 -> 	Subjective																														,,
coldly,Focus	 -> 	Subjective	 -> 	Negative																												,,
colorfully,Focus	 -> 	Subjective	 -> 	Positive																												,,
comfortably,Focus	 -> 	Subjective	 -> 	Positive																												,,
commonly,Focus	 -> 	Subjective																														,,
compactly,Focus	 -> 	Subjective	 -> 	Positive																												,,
compassionately,Focus	 -> 	Subjective	 -> 	Positive																												,,
completely,Focus																																,,
confusedly,Focus	 -> 	Subjective	 -> 	Negative																												,,
consequently,Focus	 -> 	Subjective																														,,
considerably,Focus	 -> 	Subjective																														,,
considerately,Focus	 -> 	Subjective	 -> 	Positive																												,,
consistently,Focus	 -> 	Subjective	 -> 	Positive																												,,
constantly,Quantitative	 -> 	Multiple																														,,
continually,Quantitative	 -> 	Multiple																														,,
continuously,Quantitative	 -> 	Multiple																														,,
coolly,Focus	 -> 	Subjective	 -> 	Positive																												,,
correctly,Focus	 -> 	Subjective	 -> 	Positive																												,,
courageously,Focus	 -> 	Subjective	 -> 	Positive																												,,
covertly,Focus	 -> 	Subjective	 -> 	Negative																												,,
cowardly,Focus	 -> 	Subjective	 -> 	Negative																												,,
crazily,Focus	 -> 	Subjective	 -> 	Negative																												,,
crossly,Focus	 -> 	Subjective	 -> 	Negative																												,,
cruelly,Focus	 -> 	Subjective	 -> 	Negative																												,,
cunningly,Focus	 -> 	Subjective	 -> 	Positive																												,,
curiously,Focus	 -> 	Subjective	 -> 	Positive																												,,
currently,Spatial	 -> 	Time	 -> 	Present																												,,
customarily,Focus	 -> 	Subjective																														,,
cutely,Focus	 -> 	Subjective	 -> 	Positive																												,,
daily,Focus	 -> 	Subjective																														,,
daintily,Focus	 -> 	Subjective	 -> 	Positive																												,,
dangerously,Focus	 -> 	Subjective	 -> 	Negative																												,,
daringly,Focus	 -> 	Subjective	 -> 	Positive																												,,
darkly,Focus	 -> 	Subjective	 -> 	Negative																												,,
dastardly,Focus	 -> 	Subjective	 -> 	Negative																												,,
dearly,Focus	 -> 	Subjective	 -> 	Positive																												,,
decently,Focus	 -> 	Subjective	 -> 	Positive																												,,
deeply,Focus	 -> 	Subjective	 -> 	Positive																												,,
defiantly,Focus	 -> 	Subjective	 -> 	Negative																												,,
deftly,Focus	 -> 	Subjective	 -> 	Positive																												,,
deliberately,Focus	 -> 	Subjective																														,,
delicately,Focus	 -> 	Subjective	 -> 	Positive																												,,
delightfully,Focus	 -> 	Subjective	 -> 	Positive																												,,
densely,Focus	 -> 	Subjective	 -> 	Negative																												,,
diagonally,Focus	 -> 	Subjective																														,,
differently,Focus	 -> 	Subjective																														,,
diligently,Focus	 -> 	Subjective	 -> 	Positive																												,,
dimly,Focus	 -> 	Subjective	 -> 	Negative																												,,
directly,Focus	 -> 	Subjective																														,,
disorderly,Focus	 -> 	Subjective	 -> 	Negative																												,,
divisively,Focus	 -> 	Subjective	 -> 	Negative																												,,
docilely,Focus	 -> 	Subjective	 -> 	Positive																												,,
dopily,Focus	 -> 	Subjective	 -> 	Negative																												,,
doubtfully,Focus	 -> 	Subjective	 -> 	Negative																												,,
down,Spatial	 -> 	Space																														,,
dramatically,Focus	 -> 	Subjective	 -> 	Positive																												,,
dreamily,Focus	 -> 	Subjective	 -> 	Positive																												,,
during,Spatial	 -> 	Time																														,,
eagerly,Focus	 -> 	Subjective	 -> 	Positive																												,,
early,Spatial	 -> 	Time	 -> 	Past:	Near																											,,
earnestly,Focus	 -> 	Subjective	 -> 	Positive																												,,
easily,Focus	 -> 	Subjective	 -> 	Positive																												,,
efficiently,Focus	 -> 	Subjective	 -> 	Positive																												,,
effortlessly,Focus	 -> 	Subjective	 -> 	Positive																												,,
elaborately,Focus	 -> 	Subjective	 -> 	Positive																												,,
elegantly,Focus	 -> 	Subjective	 -> 	Positive																												,,
eloquently,Focus	 -> 	Subjective	 -> 	Positive																												,,
elsewhere,Spatial	 -> 	Space																														,,
emotionally,Focus	 -> 	Subjective	 -> 	Positive																												,,
endlessly,Focus	 -> 	Subjective	 -> 	Positive																												,,
energetically,Focus	 -> 	Subjective	 -> 	Positive																												,,
enjoyably,Focus	 -> 	Subjective	 -> 	Positive																												,,
enormously,Focus	 -> 	Subjective	 -> 	Positive																												,,
enough,Focus																																,,
enthusiastically,Focus	 -> 	Subjective	 -> 	Positive																												,,
entirely,Focus																																,,
equally,Focus	 -> 	Subjective																														,,
especially,Focus																																,,
essentially,Focus	 -> 	Subjective																														,,
eternally,Focus	 -> 	Subjective	 -> 	Positive																												,,
ethically,Focus	 -> 	Subjective	 -> 	Positive																												,,
even,Focus	 -> 	Subjective																														,,
evenly,Focus	 -> 	Subjective																														,,
eventually,Focus	 -> 	Subjective																														,,
evermore,Focus	 -> 	Subjective	 -> 	Positive																												,,
every,Focus	 -> 	Subjective																														,,
everywhere,Spatial	 -> 	Space	 -> 	Location																												,,
evidently,Focus	 -> 	Subjective	 -> 	Positive																												,,
evocatively,Focus	 -> 	Subjective	 -> 	Positive																												,,
exactly,Focus	 -> 	Subjective	 -> 	Positive																												,,
exceedingly,Focus																																,,
exceptionally,Focus																																,,
excitedly,Focus	 -> 	Subjective	 -> 	Positive																												,,
exclusively,Focus	 -> 	Subjective																														,,
explicitly,Focus	 -> 	Subjective	 -> 	Positive																												,,
expressly,Focus	 -> 	Subjective	 -> 	Positive																												,,
extensively,Focus	 -> 	Subjective	 -> 	Positive																												,,
externally,Focus	 -> 	Subjective																														,,
extra,Focus																																,,
extraordinarily,Focus																																,,
extremely,Focus																																,,
fairly,Focus																																,,
faithfully,Focus	 -> 	Subjective	 -> 	Positive																												,,
famously,Focus	 -> 	Subjective	 -> 	Positive																												,,
far,Focus	 -> 	Subjective																														,,
fashionably,Focus	 -> 	Subjective	 -> 	Positive																												,,
fast,Focus	 -> 	Subjective	 -> 	Positive																												,,
fatally,Focus	 -> 	Subjective	 -> 	Negative																												,,
favorably,Focus	 -> 	Subjective	 -> 	Positive																												,,
ferociously,Focus	 -> 	Subjective	 -> 	Negative																												,,
fervently,Focus	 -> 	Subjective	 -> 	Positive																												,,
fiercely,Focus	 -> 	Subjective	 -> 	Negative																												,,
fiery,Focus	 -> 	Subjective	 -> 	Positive																												,,
finally,Focus	 -> 	Subjective																														,,
financially,Focus	 -> 	Subjective																														,,
finitely,Focus	 -> 	Subjective																														,,
fluently,Focus	 -> 	Subjective	 -> 	Positive																												,,
fondly,Focus	 -> 	Subjective	 -> 	Positive																												,,
foolishly,Focus	 -> 	Subjective	 -> 	Negative																												,,
forever,Focus	 -> 	Subjective	 -> 	Positive																												,,
formally,Focus	 -> 	Subjective																														,,
formerly,Focus	 -> 	Subjective																														,,
fortunately,Focus	 -> 	Subjective	 -> 	Positive																												,,
forward,Focus	 -> 	Subjective	 -> 	Positive																												,,
frankly,Focus	 -> 	Subjective	 -> 	Positive																												,,
frantically,Focus	 -> 	Subjective	 -> 	Negative																												,,
freely,Focus	 -> 	Subjective	 -> 	Positive																												,,
frenetically,Focus	 -> 	Subjective	 -> 	Negative																												,,
frequently,Quantitative	 -> 	Multiple																														,,
fully,Focus																																,,
furiously,Focus	 -> 	Subjective	 -> 	Negative																												,,
furthermore,Focus	 -> 	Subjective																														,,
generally,Focus	 -> 	Subjective																														,,
generously,Focus	 -> 	Subjective	 -> 	Positive																												,,
gently,Focus	 -> 	Subjective	 -> 	Positive																												,,
genuinely,Focus	 -> 	Subjective	 -> 	Positive																												,,
girlishly,Focus	 -> 	Subjective	 -> 	Positive																												,,
gladly,Focus	 -> 	Subjective	 -> 	Positive																												,,
gleefully,Focus	 -> 	Subjective	 -> 	Positive																												,,
gracefully,Focus	 -> 	Subjective	 -> 	Positive																												,,
graciously,Focus	 -> 	Subjective	 -> 	Positive																												,,
gradually,Focus	 -> 	Subjective																														,,
gratefully,Focus	 -> 	Subjective	 -> 	Positive																												,,
greatly,Focus																																,,
greedily,Focus	 -> 	Subjective	 -> 	Negative																												,,
grimly,Focus	 -> 	Subjective	 -> 	Negative																												,,
grudgingly,Focus	 -> 	Subjective	 -> 	Negative																												,,
habitually,Focus	 -> 	Subjective																														,,
handily,Focus	 -> 	Subjective	 -> 	Positive																												,,
handsomely,Focus	 -> 	Subjective	 -> 	Positive																												,,
haphazardly,Focus	 -> 	Subjective	 -> 	Negative																												,,
happily,Focus	 -> 	Subjective	 -> 	Positive																												,,
harmoniously,Focus	 -> 	Subjective	 -> 	Positive																												,,
harshly,Focus	 -> 	Subjective	 -> 	Negative																												,,
hastily,Focus	 -> 	Subjective	 -> 	Negative																												,,
hatefully,Focus	 -> 	Subjective	 -> 	Negative																												,,
hauntingly,Focus	 -> 	Subjective	 -> 	Negative																												,,
healthily,Focus	 -> 	Subjective	 -> 	Positive																												,,
heartily,Focus	 -> 	Subjective	 -> 	Positive																												,,
heavily,Focus	 -> 	Subjective	 -> 	Negative																												,,
helpfully,Focus	 -> 	Subjective	 -> 	Positive																												,,
hence,Focus	 -> 	Subjective																														,,
highly,Focus																																,,
hitherto,Spatial	 -> 	Space																														,,
honestly,Focus	 -> 	Subjective	 -> 	Positive																												,,
hopelessly,Focus	 -> 	Subjective	 -> 	Negative																												,,
horizontally,Focus	 -> 	Subjective																														,,
hourly,Focus	 -> 	Subjective																														,,
how,Focus	 -> 	Subjective																														,,
however,Focus	 -> 	Subjective																														,,
hugely,Focus																																,,
humorously,Focus	 -> 	Subjective	 -> 	Positive																												,,
hungrily,Focus	 -> 	Subjective	 -> 	Negative																												,,
hurriedly,Focus	 -> 	Subjective	 -> 	Negative																												,,
hysterically,Focus	 -> 	Subjective	 -> 	Negative																												,,
icily,Focus	 -> 	Subjective	 -> 	Negative																												,,
identifiably,Focus	 -> 	Subjective	 -> 	Positive																												,,
idiotically,Focus	 -> 	Subjective	 -> 	Negative																												,,
imaginatively,Focus	 -> 	Subjective	 -> 	Positive																												,,
immeasurably,Focus																																,,
immediately,Focus	 -> 	Subjective																														,,
immensely,Focus																																,,
impatiently,Focus	 -> 	Subjective	 -> 	Negative																												,,
impressively,Focus	 -> 	Subjective	 -> 	Positive																												,,
inappropriately,Focus	 -> 	Subjective	 -> 	Negative																												,,
incessantly,Focus	 -> 	Subjective	 -> 	Negative																												,,
incorrectly,Focus	 -> 	Subjective	 -> 	Negative																												,,
indeed,Focus	 -> 	Subjective	 -> 	Positive																												,,
independently,Focus	 -> 	Subjective	 -> 	Positive																												,,
indoors,Spatial	 -> 	Space	 -> 	Location																												,,
indubitably,Focus	 -> 	Subjective	 -> 	Positive																												,,
inevitably,Focus	 -> 	Subjective																														,,
infinitely,Focus	 -> 	Subjective	 -> 	Positive																												,,
informally,Focus	 -> 	Subjective																														,,
infrequently,Quantitative	 -> 	Single																														,,
innocently,Focus	 -> 	Subjective	 -> 	Positive																												,,
inquisitively,Focus	 -> 	Subjective	 -> 	Positive																												,,
instantly,Focus	 -> 	Subjective																														,,
intelligently,Focus	 -> 	Subjective	 -> 	Positive																												,,
intensely,Focus	 -> 	Subjective	 -> 	Positive																												,,
intently,Focus	 -> 	Subjective	 -> 	Positive																												,,
interestingly,Focus	 -> 	Subjective	 -> 	Positive																												,,
intermittently,Focus	 -> 	Subjective																														,,
internally,Focus	 -> 	Subjective																														,,
invariably,Focus	 -> 	Subjective																														,,
invisibly,Focus	 -> 	Subjective	 -> 	Negative																												,,
inwardly,Focus	 -> 	Subjective																														,,
ironically,Focus	 -> 	Subjective	 -> 	Negative																												,,
irrefutably,Focus	 -> 	Subjective	 -> 	Positive																												,,
irritably,Focus	 -> 	Subjective	 -> 	Negative																												,,
jaggedly,Focus	 -> 	Subjective	 -> 	Negative																												,,
jauntily,Focus	 -> 	Subjective	 -> 	Positive																												,,
jealously,Focus	 -> 	Subjective	 -> 	Negative																												,,
jovially,Focus	 -> 	Subjective	 -> 	Positive																												,,
joyfully,Focus	 -> 	Subjective	 -> 	Positive																												,,
joylessly,Focus	 -> 	Subjective	 -> 	Negative																												,,
joyously,Focus	 -> 	Subjective	 -> 	Positive																												,,
jubilantly,Focus	 -> 	Subjective	 -> 	Positive																												,,
judgmentally,Focus	 -> 	Subjective	 -> 	Negative																												,,
just,Focus	 -> 	Subjective	 -> 	Positive																												,,
justly,Focus	 -> 	Subjective	 -> 	Positive																												,,
keenly,Focus	 -> 	Subjective	 -> 	Positive																												,,
kiddingly,Focus	 -> 	Subjective	 -> 	Positive																												,,
kindheartedly,Focus	 -> 	Subjective	 -> 	Positive																												,,
kindly,Focus	 -> 	Subjective	 -> 	Positive																												,,
knavishly,Focus	 -> 	Subjective	 -> 	Negative																												,,
knottily,Focus	 -> 	Subjective	 -> 	Negative																												,,
knowingly,Focus	 -> 	Subjective	 -> 	Positive																												,,
knowledgeably,Focus	 -> 	Subjective	 -> 	Positive																												,,
kookily,Focus	 -> 	Subjective	 -> 	Positive																												,,
lastly,Focus	 -> 	Subjective																														,,
late,Spatial	 -> 	Time	 -> 	Future	 -> 	Near																										,,
lately,Spatial	 -> 	Time																														,,
later,Spatial	 -> 	Time	 -> 	Future																												,,
lazily,Focus	 -> 	Subjective	 -> 	Negative																												,,
less,Focus	 -> 	Subjective	 -> 	Negative																												,,
lightly,Focus	 -> 	Subjective	 -> 	Positive																												,,
likely,Focus	 -> 	Subjective	 -> 	Positive																												,,
limply,Focus	 -> 	Subjective	 -> 	Negative																												,,
lithely,Focus	 -> 	Subjective	 -> 	Positive																												,,
lively,Focus	 -> 	Subjective	 -> 	Positive																												,,
loftily,Focus	 -> 	Subjective	 -> 	Positive																												,,
longingly,Focus	 -> 	Subjective	 -> 	Positive																												,,
loosely,Focus	 -> 	Subjective																														,,
loudly,Focus	 -> 	Subjective	 -> 	Negative																												,,
lovingly,Focus	 -> 	Subjective	 -> 	Positive																												,,
loyally,Focus	 -> 	Subjective	 -> 	Positive																												,,
luckily,Focus	 -> 	Subjective	 -> 	Positive																												,,
luxuriously,Focus	 -> 	Subjective	 -> 	Positive																												,,
madly,Focus	 -> 	Subjective	 -> 	Negative																												,,
magically,Focus	 -> 	Subjective	 -> 	Positive																												,,
mainly,Focus	 -> 	Subjective																														,,
majestically,Focus	 -> 	Subjective	 -> 	Positive																												,,
markedly,Focus	 -> 	Subjective	 -> 	Positive																												,,
materially,Focus	 -> 	Subjective																														,,
meaningfully,Focus	 -> 	Subjective	 -> 	Positive																												,,
meanly,Focus	 -> 	Subjective	 -> 	Negative																												,,
meantime,Spatial	 -> 	Time	 -> 	Present																												,,
meanwhile,Spatial	 -> 	Time	 -> 	Present																												,,
measurably,Focus	 -> 	Subjective	 -> 	Positive																												,,
mechanically,Focus	 -> 	Subjective																														,,
medically,Focus	 -> 	Subjective																														,,
menacingly,Focus	 -> 	Subjective	 -> 	Negative																												,,
merely,Focus																																,,
merrily,Focus	 -> 	Subjective	 -> 	Positive																												,,
methodically,Focus	 -> 	Subjective	 -> 	Positive																												,,
mightily,Focus	 -> 	Subjective	 -> 	Positive																												,,
miserably,Focus	 -> 	Subjective	 -> 	Negative																												,,
mockingly,Focus	 -> 	Subjective	 -> 	Negative																												,,
monthly,Spatial	 -> 	Time																														,,
morally,Focus	 -> 	Subjective	 -> 	Positive																												,,
more,Focus																																,,
moreover,Focus	 -> 	Subjective																														,,
mortally,Focus	 -> 	Subjective	 -> 	Negative																												,,
mostly,Focus																																,,
much,Focus																																,,
mysteriously,Focus	 -> 	Subjective	 -> 	Positive																												,,
nastily,Focus	 -> 	Subjective	 -> 	Negative																												,,
naturally,Focus	 -> 	Subjective	 -> 	Positive																												,,
naughtily,Focus	 -> 	Subjective	 -> 	Negative																												,,
nearby,Spatial	 -> 	Space	 -> 	Near/Close																												,,
nearly,Focus																																,,
neatly,Focus	 -> 	Subjective	 -> 	Positive																												,,
needily,Focus	 -> 	Subjective	 -> 	Negative																												,,
negatively,Focus	 -> 	Subjective	 -> 	Negative																												,,
nervously,Focus	 -> 	Subjective	 -> 	Negative																												,,
never,Quantitative	 -> 	Single																														,,
nevertheless,Focus	 -> 	Subjective																														,,
next,Focus	 -> 	Subjective																														,,
nicely,Focus	 -> 	Subjective	 -> 	Positive																												,,
nightly,Spatial	 -> 	Time																														,,
noisily,Focus	 -> 	Subjective	 -> 	Negative																												,,
normally,Focus	 -> 	Subjective	 -> 	Positive																												,,
nosily,Focus	 -> 	Subjective	 -> 	Negative																												,,
not,Focus	 -> 	Subjective	 -> 	Negative																												,,
now,Spatial	 -> 	Time	 -> 	Present																												,,
nowadays,Spatial	 -> 	Time																														,,
numbly,Focus	 -> 	Subjective	 -> 	Negative																												,,
obediently,Focus	 -> 	Subjective	 -> 	Positive																												,,
obligingly,Focus	 -> 	Subjective	 -> 	Positive																												,,
obnoxiously,Focus	 -> 	Subjective	 -> 	Negative																												,,
obviously,Focus	 -> 	Subjective	 -> 	Positive																												,,
occasionally,Quantitative	 -> 	Single																														,,
oddly,Focus	 -> 	Subjective	 -> 	Negative																												,,
offensively,Focus	 -> 	Subjective	 -> 	Negative																												,,
officially,Focus	 -> 	Subjective																														,,
often,Quantitative	 -> 	Multiple																														,,
ominously,Focus	 -> 	Subjective	 -> 	Negative																												,,
once,Spatial	 -> 	Time																														,,
only,Focus																																,,
openly,Focus	 -> 	Subjective	 -> 	Positive																												,,
optimistically,Focus	 -> 	Subjective	 -> 	Positive																												,,
orderly,Focus	 -> 	Subjective	 -> 	Positive																												,,
ordinarily,Focus	 -> 	Subjective																														,,
outdoors,Spatial	 -> 	Space	 -> 	Location																												,,
outrageously,Focus	 -> 	Subjective	 -> 	Negative																												,,
outwardly,Spatial	 -> 	Space																														,,
outwards,Spatial	 -> 	Space	 -> 	Far/Distant																												,,
overconfidently,Focus	 -> 	Subjective	 -> 	Positive																												,,
overseas,Spatial	 -> 	Space	 -> 	Location																												,,
painfully,Focus	 -> 	Subjective	 -> 	Negative																												,,
painlessly,Focus	 -> 	Subjective	 -> 	Positive																												,,
paradoxically,Focus	 -> 	Subjective	 -> 	Negative																												,,
partially,Focus																																,,
particularly,Focus																																,,
passionately,Focus	 -> 	Subjective	 -> 	Positive																												,,
patiently,Focus	 -> 	Subjective	 -> 	Positive																												,,
perfectly,Focus																																,,
periodically,Spatial	 -> 	Time																														,,
perpetually,Spatial	 -> 	Time																														,,
persistently,Spatial	 -> 	Time																														,,
personally,Focus	 -> 	Subjective																														,,
persuasively,Focus	 -> 	Subjective	 -> 	Positive																												,,
physically,Focus	 -> 	Subjective																														,,
plainly,Focus	 -> 	Subjective	 -> 	Positive																												,,
playfully,Focus	 -> 	Subjective	 -> 	Positive																												,,
poetically,Focus	 -> 	Subjective	 -> 	Positive																												,,
poignantly,Focus	 -> 	Subjective	 -> 	Positive																												,,
politely,Focus	 -> 	Subjective	 -> 	Positive																												,,
poorly,Focus	 -> 	Subjective	 -> 	Negative																												,,
positively,Focus	 -> 	Subjective	 -> 	Positive																												,,
possibly,Focus	 -> 	Subjective	 -> 	Positive																												,,
potentially,Focus	 -> 	Subjective	 -> 	Positive																												,,
powerfully,Focus	 -> 	Subjective	 -> 	Positive																												,,
presently,Spatial	 -> 	Time	 -> 	Present																												,,
presumably,Focus	 -> 	Subjective																														,,
prettily,Focus	 -> 	Subjective	 -> 	Positive																												,,
previously,Spatial	 -> 	Time	 -> 	Past																												,,
primly,Focus	 -> 	Subjective	 -> 	Positive																												,,
principally,Focus	 -> 	Subjective																														,,
probably,Focus	 -> 	Subjective	 -> 	Positive																												,,
promptly,Focus	 -> 	Subjective	 -> 	Positive																												,,
properly,Focus	 -> 	Subjective	 -> 	Positive																												,,
proudly,Focus	 -> 	Subjective	 -> 	Positive																												,,
punctually,Focus	 -> 	Subjective	 -> 	Positive																												,,
puzzlingly,Focus	 -> 	Subjective	 -> 	Negative																												,,
quaintly,Focus	 -> 	Subjective	 -> 	Positive																												,,
queasily,Focus	 -> 	Subjective	 -> 	Negative																												,,
questionably,Focus	 -> 	Subjective	 -> 	Negative																												,,
questioningly,Focus	 -> 	Subjective																														,,
quicker,Focus	 -> 	Subjective	 -> 	Positive																												,,
quickly,Focus	 -> 	Subjective	 -> 	Positive																												,,
quietly,Focus	 -> 	Subjective	 -> 	Positive																												,,
quirkily,Focus	 -> 	Subjective	 -> 	Positive																												,,
quite,Focus																																,,
quizzically,Focus	 -> 	Subjective																														,,
randomly,Focus	 -> 	Subjective																														,,
rapidly,Focus	 -> 	Subjective	 -> 	Positive																												,,
rarely,Quantitative	 -> 	Single																														,,
readily,Spatial	 -> 	Time	 -> 	Present																												,,
really,Focus																																,,
reasonably,Focus	 -> 	Subjective	 -> 	Positive																												,,
reassuringly,Focus	 -> 	Subjective	 -> 	Positive																												,,
recently,Spatial	 -> 	Time	 -> 	Past																												,,
recklessly,Focus	 -> 	Subjective	 -> 	Negative																												,,
regularly,Quantitative	 -> 	Multiple																														,,
reliably,Focus	 -> 	Subjective	 -> 	Positive																												,,
reluctantly,Focus	 -> 	Subjective	 -> 	Negative																												,,
remarkably,Focus	 -> 	Subjective	 -> 	Positive																												,,
repeatedly,Quantitative	 -> 	Multiple																														,,
reproachfully,Focus	 -> 	Subjective	 -> 	Negative																												,,
resentfully,Focus	 -> 	Subjective	 -> 	Negative																												,,
respectably,Focus	 -> 	Subjective	 -> 	Positive																												,,
respectfully,Focus	 -> 	Subjective	 -> 	Positive																												,,
responsibly,Focus	 -> 	Subjective	 -> 	Positive																												,,
restfully,Focus	 -> 	Subjective	 -> 	Positive																												,,
richly,Focus	 -> 	Subjective	 -> 	Positive																												,,
